scenario,scenario_label,samples,slope,intercept,r2,rmse_log10_um,mae_log10_um,bias_log10_um,pearson_r,spearman_rho
default,Default (No Constraints),207,1.645377169690221,0.9019453530370872,0.593611040948309,1.791687169877045,1.1877324538684622,-0.3594295958149396,0.7704615765554494,0.7913538296572677
crystal_pocket,Cocrystal Constraints,200,1.4710981857335679,0.6555843493959372,0.5307998558185579,1.7690793853633933,1.2353922916987758,-0.27059744265902413,0.7285601250539023,0.7297296693496326
diffdock_pocket,DiffDock Constraints,202,1.5249905198065183,0.8637520302927444,0.5636084416987954,1.749993003564252,1.166260026758207,-0.3720767953014009,0.7507385974484031,0.7568699097855361
