pdb_id,ligand,source,scenario,pose_name,pose_path,status,method,rmsd_angstrom,n_atoms_ref,n_atoms_pose,n_atoms_mapped,mapping_coverage,ref_residue,pose_residue,error
5U0G,7QY,diffdock_sdf,diffdock,rank1_confidence-0.31|idx_1,output/diffdock_workflow/poses/5U0G/complex_0/rank1_confidence-0.31.sdf,ok_low_coverage,atom_name,2.781376435099878,18.0,18.0,9.0,0.5,7QY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5U0G,7QY,diffdock_sdf,diffdock,rank2_confidence-0.33|idx_2,output/diffdock_workflow/poses/5U0G/complex_0/rank2_confidence-0.33.sdf,ok_low_coverage,atom_name,2.757715483188123,18.0,18.0,9.0,0.5,7QY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5U0G,7QY,diffdock_sdf,diffdock,rank3_confidence-0.45|idx_3,output/diffdock_workflow/poses/5U0G/complex_0/rank3_confidence-0.45.sdf,ok_low_coverage,atom_name,2.774948480023548,18.0,18.0,9.0,0.5,7QY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5U0G,7QY,diffdock_sdf,diffdock,rank4_confidence-0.49|idx_4,output/diffdock_workflow/poses/5U0G/complex_0/rank4_confidence-0.49.sdf,ok_low_coverage,atom_name,2.7678375292039297,18.0,18.0,9.0,0.5,7QY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5U0G,7QY,diffdock_complex_pdb,diffdock,5U0G_diffdock_complex,output/diffdock_workflow/complexes/5U0G_diffdock_complex.pdb,ok,rdkit_best_rms,1.4810484878554229,18.0,18.0,18.0,1.0,7QY|A|302,UNL|L|1,
5U0G,7QY,boltz_cif,crystal_pocket,5U0G_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5U0G_crystal_pocket/5U0G_crystal_pocket_model_0.cif,ok,rdkit_best_rms,1.8060082809252274,18.0,18.0,18.0,1.0,7QY|A|302,LIG1|7QY|1,
5U0G,7QY,boltz_cif,default,5U0G_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5U0G_default/5U0G_default_model_0.cif,ok,rdkit_best_rms,1.7917115757202566,18.0,18.0,18.0,1.0,7QY|A|302,LIG1|7QY|1,
5U0G,7QY,boltz_cif,diffdock_pocket,5U0G_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5U0G_diffdock_pocket/5U0G_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,1.8092345768548042,18.0,18.0,18.0,1.0,7QY|A|302,LIG1|7QY|1,
5ULN,8JS,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/5ULN/complex_0/rank1.sdf,ok_low_coverage,atom_name,3.992122419659078,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5ULN,8JS,diffdock_sdf,diffdock,rank1_confidence0.70|idx_1,output/diffdock_workflow/poses/5ULN/complex_0/rank1_confidence0.70.sdf,ok_low_coverage,atom_name,3.992122419659078,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5ULN,8JS,diffdock_sdf,diffdock,rank2_confidence0.70|idx_2,output/diffdock_workflow/poses/5ULN/complex_0/rank2_confidence0.70.sdf,ok_low_coverage,atom_name,4.096711844608399,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5ULN,8JS,diffdock_sdf,diffdock,rank3_confidence0.68|idx_3,output/diffdock_workflow/poses/5ULN/complex_0/rank3_confidence0.68.sdf,ok_low_coverage,atom_name,3.9632247527539373,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5ULN,8JS,diffdock_sdf,diffdock,rank4_confidence0.67|idx_4,output/diffdock_workflow/poses/5ULN/complex_0/rank4_confidence0.67.sdf,ok_low_coverage,atom_name,4.623953225622701,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5ULN,8JS,diffdock_complex_pdb,diffdock,5ULN_diffdock_complex,output/diffdock_workflow/complexes/5ULN_diffdock_complex.pdb,ok,rdkit_best_rms,0.25118379028994736,21.0,21.0,21.0,1.0,8JS|A|303,UNL|L|1,
5ULN,8JS,boltz_cif,crystal_pocket,5ULN_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5ULN_crystal_pocket/5ULN_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.14172363883315023,21.0,21.0,21.0,1.0,8JS|A|303,LIG1|8JS|1,
5ULN,8JS,boltz_cif,default,5ULN_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5ULN_default/5ULN_default_model_0.cif,ok,rdkit_best_rms,0.10234163240664397,21.0,21.0,21.0,1.0,8JS|A|303,LIG1|8JS|1,
5ULN,8JS,boltz_cif,diffdock_pocket,5ULN_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5ULN_diffdock_pocket/5ULN_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.14221406517152657,21.0,21.0,21.0,1.0,8JS|A|303,LIG1|8JS|1,
5VGY,9AA,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/5VGY/complex_0/rank1.sdf,ok,atom_name,0.5062843504327639,19.0,19.0,19.0,1.0,9AA|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5VGY,9AA,diffdock_sdf,diffdock,rank1_confidence0.71|idx_1,output/diffdock_workflow/poses/5VGY/complex_0/rank1_confidence0.71.sdf,ok,atom_name,0.5062843504327639,19.0,19.0,19.0,1.0,9AA|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5VGY,9AA,diffdock_sdf,diffdock,rank2_confidence0.66|idx_2,output/diffdock_workflow/poses/5VGY/complex_0/rank2_confidence0.66.sdf,ok,atom_name,0.3870469804965903,19.0,19.0,19.0,1.0,9AA|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5VGY,9AA,diffdock_sdf,diffdock,rank3_confidence0.66|idx_3,output/diffdock_workflow/poses/5VGY/complex_0/rank3_confidence0.66.sdf,ok,atom_name,0.2890883097026566,19.0,19.0,19.0,1.0,9AA|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5VGY,9AA,diffdock_sdf,diffdock,rank4_confidence0.66|idx_4,output/diffdock_workflow/poses/5VGY/complex_0/rank4_confidence0.66.sdf,ok,atom_name,0.3495592310895934,19.0,19.0,19.0,1.0,9AA|A|304,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5VGY,9AA,diffdock_complex_pdb,diffdock,5VGY_diffdock_complex,output/diffdock_workflow/complexes/5VGY_diffdock_complex.pdb,ok,rdkit_best_rms,0.46117023720423783,19.0,19.0,19.0,1.0,9AA|A|304,UNL|L|1,
5VGY,9AA,boltz_cif,crystal_pocket,5VGY_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5VGY_crystal_pocket/5VGY_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.49807679616333095,19.0,19.0,19.0,1.0,9AA|A|304,LIG1|9AA|1,
5VGY,9AA,boltz_cif,default,5VGY_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5VGY_default/5VGY_default_model_0.cif,ok,rdkit_best_rms,0.5142681446240703,19.0,19.0,19.0,1.0,9AA|A|304,LIG1|9AA|1,
5VGY,9AA,boltz_cif,diffdock_pocket,5VGY_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5VGY_diffdock_pocket/5VGY_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.5034023877569119,19.0,19.0,19.0,1.0,9AA|A|304,LIG1|9AA|1,
5WEX,8JS,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/5WEX/complex_0/rank1.sdf,ok_low_coverage,atom_name,5.023240236629791,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5WEX,8JS,diffdock_sdf,diffdock,rank1_confidence0.66|idx_1,output/diffdock_workflow/poses/5WEX/complex_0/rank1_confidence0.66.sdf,ok_low_coverage,atom_name,5.023240236629791,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5WEX,8JS,diffdock_sdf,diffdock,rank2_confidence0.65|idx_2,output/diffdock_workflow/poses/5WEX/complex_0/rank2_confidence0.65.sdf,ok_low_coverage,atom_name,4.975191112135478,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5WEX,8JS,diffdock_sdf,diffdock,rank3_confidence0.63|idx_3,output/diffdock_workflow/poses/5WEX/complex_0/rank3_confidence0.63.sdf,ok_low_coverage,atom_name,3.6701518274131786,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5WEX,8JS,diffdock_sdf,diffdock,rank4_confidence0.59|idx_4,output/diffdock_workflow/poses/5WEX/complex_0/rank4_confidence0.59.sdf,ok_low_coverage,atom_name,4.966229539096143,21.0,21.0,9.0,0.42857142857142855,8JS|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
5WEX,8JS,diffdock_complex_pdb,diffdock,5WEX_diffdock_complex,output/diffdock_workflow/complexes/5WEX_diffdock_complex.pdb,ok,rdkit_best_rms,0.2517525480601869,21.0,21.0,21.0,1.0,8JS|A|303,UNL|L|1,
5WEX,8JS,boltz_cif,crystal_pocket,5WEX_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5WEX_crystal_pocket/5WEX_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.12725592808915365,21.0,21.0,21.0,1.0,8JS|A|303,LIG1|8JS|1,
5WEX,8JS,boltz_cif,default,5WEX_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5WEX_default/5WEX_default_model_0.cif,ok,rdkit_best_rms,0.17146758002862764,21.0,21.0,21.0,1.0,8JS|A|303,LIG1|8JS|1,
5WEX,8JS,boltz_cif,diffdock_pocket,5WEX_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/5WEX_diffdock_pocket/5WEX_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.14189041223286009,21.0,21.0,21.0,1.0,8JS|A|303,LIG1|8JS|1,
6BBS,BZ1,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6BBS/complex_0/rank1.sdf,ok_low_coverage,atom_name,2.4491167824172653,25.0,23.0,8.0,0.34782608695652173,BZ1|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BBS,BZ1,diffdock_sdf,diffdock,rank1_confidence-0.52|idx_1,output/diffdock_workflow/poses/6BBS/complex_0/rank1_confidence-0.52.sdf,ok_low_coverage,atom_name,2.4491167824172653,25.0,23.0,8.0,0.34782608695652173,BZ1|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BBS,BZ1,diffdock_sdf,diffdock,rank2_confidence-0.55|idx_2,output/diffdock_workflow/poses/6BBS/complex_0/rank2_confidence-0.55.sdf,ok_low_coverage,atom_name,2.372030500717294,25.0,23.0,8.0,0.34782608695652173,BZ1|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BBS,BZ1,diffdock_sdf,diffdock,rank3_confidence-0.63|idx_3,output/diffdock_workflow/poses/6BBS/complex_0/rank3_confidence-0.63.sdf,ok_low_coverage,atom_name,2.5551210325864733,25.0,23.0,8.0,0.34782608695652173,BZ1|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BBS,BZ1,diffdock_sdf,diffdock,rank4_confidence-0.66|idx_4,output/diffdock_workflow/poses/6BBS/complex_0/rank4_confidence-0.66.sdf,ok_low_coverage,atom_name,2.4543748694900565,25.0,23.0,8.0,0.34782608695652173,BZ1|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BBS,BZ1,diffdock_complex_pdb,diffdock,6BBS_diffdock_complex,output/diffdock_workflow/complexes/6BBS_diffdock_complex.pdb,ok,rdkit_best_rms,1.486077951818497,25.0,23.0,25.0,1.0,BZ1|A|302,UNL|L|1,
6BBS,BZ1,boltz_cif,crystal_pocket,6BBS_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BBS_crystal_pocket/6BBS_crystal_pocket_model_0.cif,ok,rdkit_best_rms,1.6985132384860995,25.0,23.0,25.0,1.0,BZ1|A|302,LIG1|BZ1|1,
6BBS,BZ1,boltz_cif,default,6BBS_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BBS_default/6BBS_default_model_0.cif,ok,rdkit_best_rms,2.0294781064161542,25.0,23.0,25.0,1.0,BZ1|A|302,LIG1|BZ1|1,
6BBS,BZ1,boltz_cif,diffdock_pocket,6BBS_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BBS_diffdock_pocket/6BBS_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,2.039860868716731,25.0,23.0,25.0,1.0,BZ1|A|302,LIG1|BZ1|1,
6BC9,ETS,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6BC9/complex_0/rank1.sdf,ok_low_coverage,atom_name,5.899356065975183,22.0,19.0,7.0,0.3684210526315789,ETS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BC9,ETS,diffdock_sdf,diffdock,rank1_confidence0.76|idx_1,output/diffdock_workflow/poses/6BC9/complex_0/rank1_confidence0.76.sdf,ok_low_coverage,atom_name,5.899356065975183,22.0,19.0,7.0,0.3684210526315789,ETS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BC9,ETS,diffdock_sdf,diffdock,rank2_confidence0.76|idx_2,output/diffdock_workflow/poses/6BC9/complex_0/rank2_confidence0.76.sdf,ok_low_coverage,atom_name,5.884151982569762,22.0,19.0,7.0,0.3684210526315789,ETS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BC9,ETS,diffdock_sdf,diffdock,rank3_confidence0.75|idx_3,output/diffdock_workflow/poses/6BC9/complex_0/rank3_confidence0.75.sdf,ok_low_coverage,atom_name,5.870146950548785,22.0,19.0,7.0,0.3684210526315789,ETS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BC9,ETS,diffdock_sdf,diffdock,rank4_confidence0.74|idx_4,output/diffdock_workflow/poses/6BC9/complex_0/rank4_confidence0.74.sdf,ok_low_coverage,atom_name,5.901313222381291,22.0,19.0,7.0,0.3684210526315789,ETS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BC9,ETS,diffdock_complex_pdb,diffdock,6BC9_diffdock_complex,output/diffdock_workflow/complexes/6BC9_diffdock_complex.pdb,ok,rdkit_best_rms,0.8291882053794035,22.0,19.0,22.0,1.0,ETS|A|302,UNL|L|1,
6BC9,ETS,boltz_cif,crystal_pocket,6BC9_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BC9_crystal_pocket/6BC9_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.186557688399296,22.0,19.0,22.0,1.0,ETS|A|302,LIG1|ETS|1,
6BC9,ETS,boltz_cif,default,6BC9_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BC9_default/6BC9_default_model_0.cif,ok,rdkit_best_rms,0.14158019635616473,22.0,19.0,22.0,1.0,ETS|A|302,LIG1|ETS|1,
6BC9,ETS,boltz_cif,diffdock_pocket,6BC9_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BC9_diffdock_pocket/6BC9_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.6523010237517708,22.0,19.0,22.0,1.0,ETS|A|302,LIG1|ETS|1,
6BCC,EZL,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6BCC/complex_0/rank1.sdf,ok_low_coverage,atom_name,2.074492953078326,17.0,16.0,9.0,0.5625,EZL|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BCC,EZL,diffdock_sdf,diffdock,rank1_confidence1.03|idx_1,output/diffdock_workflow/poses/6BCC/complex_0/rank1_confidence1.03.sdf,ok_low_coverage,atom_name,2.074492953078326,17.0,16.0,9.0,0.5625,EZL|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BCC,EZL,diffdock_sdf,diffdock,rank2_confidence1.00|idx_2,output/diffdock_workflow/poses/6BCC/complex_0/rank2_confidence1.00.sdf,ok_low_coverage,atom_name,2.1859190575417395,17.0,16.0,9.0,0.5625,EZL|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BCC,EZL,diffdock_sdf,diffdock,rank3_confidence1.00|idx_3,output/diffdock_workflow/poses/6BCC/complex_0/rank3_confidence1.00.sdf,ok_low_coverage,atom_name,2.1918844437140796,17.0,16.0,9.0,0.5625,EZL|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BCC,EZL,diffdock_sdf,diffdock,rank4_confidence0.98|idx_4,output/diffdock_workflow/poses/6BCC/complex_0/rank4_confidence0.98.sdf,ok_low_coverage,atom_name,2.155866588977877,17.0,16.0,9.0,0.5625,EZL|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6BCC,EZL,diffdock_complex_pdb,diffdock,6BCC_diffdock_complex,output/diffdock_workflow/complexes/6BCC_diffdock_complex.pdb,ok,rdkit_best_rms,0.2365033918823537,17.0,16.0,17.0,1.0,EZL|A|302,UNL|L|1,
6BCC,EZL,boltz_cif,crystal_pocket,6BCC_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BCC_crystal_pocket/6BCC_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.1374267529866805,17.0,16.0,17.0,1.0,EZL|A|302,LIG1|EZL|1,
6BCC,EZL,boltz_cif,default,6BCC_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BCC_default/6BCC_default_model_0.cif,ok,rdkit_best_rms,0.1223101444132517,17.0,16.0,17.0,1.0,EZL|A|302,LIG1|EZL|1,
6BCC,EZL,boltz_cif,diffdock_pocket,6BCC_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6BCC_diffdock_pocket/6BCC_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.15981602775853113,17.0,16.0,17.0,1.0,EZL|A|302,LIG1|EZL|1,
6C7W,LMS,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6C7W/complex_0/rank1.sdf,ok_low_coverage,atom_name,0.7172305670320395,23.0,23.0,6.0,0.2608695652173913,LMS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7W,LMS,diffdock_sdf,diffdock,rank1_confidence0.43|idx_1,output/diffdock_workflow/poses/6C7W/complex_0/rank1_confidence0.43.sdf,ok_low_coverage,atom_name,0.7172305670320395,23.0,23.0,6.0,0.2608695652173913,LMS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7W,LMS,diffdock_sdf,diffdock,rank2_confidence0.42|idx_2,output/diffdock_workflow/poses/6C7W/complex_0/rank2_confidence0.42.sdf,ok_low_coverage,atom_name,0.6630496443645726,23.0,23.0,6.0,0.2608695652173913,LMS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7W,LMS,diffdock_sdf,diffdock,rank3_confidence0.41|idx_3,output/diffdock_workflow/poses/6C7W/complex_0/rank3_confidence0.41.sdf,ok_low_coverage,atom_name,0.6441940141650001,23.0,23.0,6.0,0.2608695652173913,LMS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7W,LMS,diffdock_sdf,diffdock,rank4_confidence0.41|idx_4,output/diffdock_workflow/poses/6C7W/complex_0/rank4_confidence0.41.sdf,ok_low_coverage,atom_name,0.6861703302207356,23.0,23.0,6.0,0.2608695652173913,LMS|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7W,LMS,diffdock_complex_pdb,diffdock,6C7W_diffdock_complex,output/diffdock_workflow/complexes/6C7W_diffdock_complex.pdb,ok,rdkit_best_rms,0.6551754472210917,23.0,23.0,23.0,1.0,LMS|A|302,UNL|L|1,
6C7W,LMS,boltz_cif,crystal_pocket,6C7W_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6C7W_crystal_pocket/6C7W_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.8183626778219678,23.0,23.0,23.0,1.0,LMS|A|302,LIG1|LMS|1,
6C7W,LMS,boltz_cif,default,6C7W_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6C7W_default/6C7W_default_model_0.cif,ok,rdkit_best_rms,0.6665408680326916,23.0,23.0,23.0,1.0,LMS|A|302,LIG1|LMS|1,
6C7W,LMS,boltz_cif,diffdock_pocket,6C7W_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6C7W_diffdock_pocket/6C7W_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.7449711388088271,23.0,23.0,23.0,1.0,LMS|A|302,LIG1|LMS|1,
6C7X,EO7,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6C7X/complex_0/rank1.sdf,ok_low_coverage,atom_name,6.3893520923294895,24.0,24.0,4.0,0.16666666666666666,EO7|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7X,EO7,diffdock_sdf,diffdock,rank1_confidence0.22|idx_1,output/diffdock_workflow/poses/6C7X/complex_0/rank1_confidence0.22.sdf,ok_low_coverage,atom_name,6.3893520923294895,24.0,24.0,4.0,0.16666666666666666,EO7|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7X,EO7,diffdock_sdf,diffdock,rank2_confidence0.14|idx_2,output/diffdock_workflow/poses/6C7X/complex_0/rank2_confidence0.14.sdf,ok_low_coverage,atom_name,6.276178489938027,24.0,24.0,4.0,0.16666666666666666,EO7|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7X,EO7,diffdock_sdf,diffdock,rank3_confidence0.11|idx_3,output/diffdock_workflow/poses/6C7X/complex_0/rank3_confidence0.11.sdf,ok_low_coverage,atom_name,6.3161044495040874,24.0,24.0,4.0,0.16666666666666666,EO7|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7X,EO7,diffdock_sdf,diffdock,rank4_confidence0.09|idx_4,output/diffdock_workflow/poses/6C7X/complex_0/rank4_confidence0.09.sdf,ok_low_coverage,atom_name,6.418195145910891,24.0,24.0,4.0,0.16666666666666666,EO7|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6C7X,EO7,diffdock_complex_pdb,diffdock,6C7X_diffdock_complex,output/diffdock_workflow/complexes/6C7X_diffdock_complex.pdb,ok,rdkit_best_rms,0.8364247429044017,24.0,24.0,24.0,1.0,EO7|A|302,UNL|L|1,
6C7X,EO7,boltz_cif,crystal_pocket,6C7X_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6C7X_crystal_pocket/6C7X_crystal_pocket_model_0.cif,ok,rdkit_best_rms,1.0138978769440015,24.0,24.0,24.0,1.0,EO7|A|302,LIG1|EO7|1,
6C7X,EO7,boltz_cif,default,6C7X_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6C7X_default/6C7X_default_model_0.cif,ok,rdkit_best_rms,1.1719793503584934,24.0,24.0,24.0,1.0,EO7|A|302,LIG1|EO7|1,
6C7X,EO7,boltz_cif,diffdock_pocket,6C7X_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6C7X_diffdock_pocket/6C7X_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.9578318336919199,24.0,24.0,24.0,1.0,EO7|A|302,LIG1|EO7|1,
6D1L,FQV,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6D1L/complex_0/rank1.sdf,ok_low_coverage,atom_name,1.1173254104747314,15.0,15.0,10.0,0.6666666666666666,FQV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1L,FQV,diffdock_sdf,diffdock,rank1_confidence0.57|idx_1,output/diffdock_workflow/poses/6D1L/complex_0/rank1_confidence0.57.sdf,ok_low_coverage,atom_name,1.1173254104747314,15.0,15.0,10.0,0.6666666666666666,FQV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1L,FQV,diffdock_sdf,diffdock,rank2_confidence0.54|idx_2,output/diffdock_workflow/poses/6D1L/complex_0/rank2_confidence0.54.sdf,ok_low_coverage,atom_name,1.2875804188349214,15.0,15.0,10.0,0.6666666666666666,FQV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1L,FQV,diffdock_sdf,diffdock,rank3_confidence0.54|idx_3,output/diffdock_workflow/poses/6D1L/complex_0/rank3_confidence0.54.sdf,ok_low_coverage,atom_name,0.2811164997985201,15.0,15.0,10.0,0.6666666666666666,FQV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1L,FQV,diffdock_sdf,diffdock,rank4_confidence0.54|idx_4,output/diffdock_workflow/poses/6D1L/complex_0/rank4_confidence0.54.sdf,ok_low_coverage,atom_name,0.40886963544092236,15.0,15.0,10.0,0.6666666666666666,FQV|A|303,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1L,FQV,diffdock_complex_pdb,diffdock,6D1L_diffdock_complex,output/diffdock_workflow/complexes/6D1L_diffdock_complex.pdb,ok,rdkit_best_rms,0.20721950276245493,15.0,15.0,15.0,1.0,FQV|A|303,UNL|L|1,
6D1L,FQV,boltz_cif,crystal_pocket,6D1L_crystal_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6D1L_crystal_pocket/6D1L_crystal_pocket_model_0.cif,ok,rdkit_best_rms,0.7244517701640542,15.0,15.0,15.0,1.0,FQV|A|303,LIG1|FQV|1,
6D1L,FQV,boltz_cif,default,6D1L_default_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6D1L_default/6D1L_default_model_0.cif,ok,rdkit_best_rms,0.7046125841341092,15.0,15.0,15.0,1.0,FQV|A|303,LIG1|FQV|1,
6D1L,FQV,boltz_cif,diffdock_pocket,6D1L_diffdock_pocket_model_0|idx_0,output/boltz_results_boltz_inputs/predictions/6D1L_diffdock_pocket/6D1L_diffdock_pocket_model_0.cif,ok,rdkit_best_rms,0.7415931051981554,15.0,15.0,15.0,1.0,FQV|A|303,LIG1|FQV|1,
6D1M,FQY,diffdock_sdf,diffdock,rank1|idx_1,output/diffdock_workflow/poses/6D1M/complex_0/rank1.sdf,ok_low_coverage,atom_name,2.2783905497505743,17.0,17.0,8.0,0.47058823529411764,FQY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1M,FQY,diffdock_sdf,diffdock,rank1_confidence0.91|idx_1,output/diffdock_workflow/poses/6D1M/complex_0/rank1_confidence0.91.sdf,ok_low_coverage,atom_name,2.2783905497505743,17.0,17.0,8.0,0.47058823529411764,FQY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
6D1M,FQY,diffdock_sdf,diffdock,rank2_confidence0.90|idx_2,output/diffdock_workflow/poses/6D1M/complex_0/rank2_confidence0.90.sdf,ok_low_coverage,atom_name,2.011542619734234,17.0,17.0,8.0,0.47058823529411764,FQY|A|302,SDF|LIG|1,No sub-structure match found between the reference and probe mol
